,p0q0
0,-0.6428226500749588
1,0.6713406890630722
2,0.5803614273667336
3,0.5580148860812187
4,-0.7816925346851349
5,-0.512960410118103
6,-0.7759493887424469
7,0.06166136488318443
8,-0.39608851075172424
9,-0.7264878720045089
10,-0.5352851241827011
11,-0.038702332973480226
12,-1.355295968055725
13,-1.1141010463237762
14,-1.5738620460033417
15,-0.6039138704538345
16,-0.515676474571228
17,-0.5517394274473191
18,-0.6340480431914329
19,0.19505232572555542
20,-0.8736242055892944
21,-0.5517394274473191
22,-0.3636988550424576
23,-0.15172281712293625
24,-2.750521659851074
25,-1.0106770873069764
26,-4.906031084060669
27,-0.45625042617321016
28,-1.140542319417
29,-0.9134114444255829
30,-2.2813830375671387
31,-0.07536996752023697
32,-0.7816925346851349
33,-0.43601635843515396
34,-0.3488925561308861
35,0.19505232572555542
36,-0.8072017848491668
37,-0.5448398217558861
38,-2.2551775753498076
39,-0.1437264248728752
40,-1.6774916172027587
41,-0.6043071269989013
42,-0.6771926283836365
43,-2.0967648714780807
44,-0.766907374560833
45,-1.0582673132419587
46,0.2723325565457344
47,-1.3373886466026306
48,0.12427902966737747
49,-1.2074506521224975
50,-0.17857058197259904
51,-1.166072380542755
52,0.05827916190028191
53,-1.3231151103973389
54,-1.2854433089494706
55,-1.490773582458496
56,-0.0846566416323185
57,-1.6793520331382752
58,-1.2455224514007568
59,-1.0458615124225616
60,-1.218178117275238
61,-1.1305676341056823
62,-0.4961762368679047
63,-1.8104020476341247
64,-1.4749284982681274
65,-0.5854022920131683
66,-1.814335536956787
67,0.07965549379587174
68,-1.1261707305908204
69,-0.3650261014699936
70,-1.5571510910987854
71,-1.1261707305908204
72,-0.4961762368679047
73,-1.4303146958351136
74,0.20439285710453986
75,-1.555701994895935
76,0.06470763981342316
77,-3.360604929924011
78,-0.15108457058668137
79,-1.4749284982681274
80,0.22961417585611343
81,-1.5292619228363038
82,0.5542614907026291
83,-5.4344459772109985
84,-0.27542476132512095
85,-1.3893918991088867
86,-0.33038343489170074
87,-1.5738038778305055
88,-0.5249678134918213
89,-3.429144549369812
90,0.03500422462821007
91,-1.1900897741317749
92,-0.719549348950386
93,-1.3549854636192322
94,-0.7023785233497619
95,-2.2487738490104676
96,-0.46881758272647855
97,-0.8127652771770955
98,0.3571896806359291
99,-1.2480106234550477
100,-0.08565023690462112
101,-0.6984881564974785
102,0.5030070304870605
103,0.11959832757711411
104,-0.9402390092611312
105,-0.8114287003874778
106,-0.058305646479129794
107,0.06205288171768188
108,-1.1313522636890412
109,-0.5448398217558861
110,-0.8224994242191315
111,-0.11388342976570129
112,-1.6774916172027587
113,-1.0717186331748962
114,-0.6457789689302444
115,-0.21400632262229918
116,-1.9452147960662842
117,-0.5255870714783668
118,-0.7969845443964004
119,0.33596156239509584
120,-1.3395400404930116
121,-1.0717186331748962
122,0.03503027558326721
123,-0.22999974340200424
124,0.7008680641651154
125,-0.8564964801073074
126,-0.2827956922352314
127,-1.2708797097206115
128,-0.6196363180875778
129,-0.5937288403511047
130,0.09678523167967797
131,-0.06313578560948371
132,-0.8329610288143158
133,-0.6526628077030182
134,-0.5126041695475578
135,0.05411835312843323
136,-0.9309572815895081
137,-0.24324677512049675
138,-0.09246774762868881
139,-0.4715480536222458
140,-0.8114287003874778
141,-1.9399022728204727
142,-0.12455455362796783
143,-0.3549909248948097
144,-1.036052680015564
145,1.3263554096221923
146,-0.41686726808547975
147,-1.300880116224289
148,1.7627684593200683
149,0.2723325565457344
150,-0.662567999958992
151,1.4792378902435304
152,0.30829332023859024
153,-0.849954628944397
154,1.3783035278320312
155,-0.7182838439941406
156,-0.9034661471843719
157,0.5878083169460296
158,-0.5490991041064263
159,-1.1837441802024842
160,0.6059971272945404
161,-0.1408971719443798
162,-1.993435025215149
163,0.9148608177900315
164,0.02906254827976227
165,-1.6038727641105652
166,1.5193308591842651
167,-0.1408971719443798
168,-1.3208512306213378
169,1.0198691390454768
170,-0.2603710412979126
171,-1.3653618454933167
172,0.34732823818922043
173,0.02906254827976227
174,-1.4488587379455566
175,0.6975848913192749
176,-0.43705727756023405
177,-1.2592419624328612
178,1.4782382369041442
179,-0.054041330516338346
180,-0.9333968222141266
181,0.2658705458045006
182,-0.5576996251940727
183,0.02906254827976227
184,-1.0413825869560243
185,1.4525323748588561
186,0.05827916190028191
187,-1.1436332941055298
188,1.203694075345993
189,-0.17538216412067414
190,-1.2949543356895448
191,1.3554850935935974
192,0.29738045781850814
193,-1.039695578813553
194,1.5850257396697998
195,-1.1305676341056823
196,-0.37361579686403273
197,-1.4042560815811158
198,-1.4749284982681274
199,-0.5166209310293197
200,-1.224298393726349
201,-1.929159688949585
202,-0.6188204862177372
203,-1.2922292351722717
204,-0.9231086581945419
205,-0.8298451319336891
206,-2.167532408237457
207,-0.9755480110645294
208,-0.7035811901092529
209,-1.2970802187919617
210,-2.136303722858429
211,-0.36061526387929915
212,-1.2467005372047424
213,0.2794284999370575
214,0.1781798131763935
215,0.6179702535271645
216,-1.8497631788253783
217,1.9554261445999146
218,0.6716958582401276
219,0.752491545677185
220,-1.7933600902557374
221,2.599021148681641
222,-0.008774520456790924
223,0.33074879795312884
224,-1.9685179710388183
225,2.3612359046936033
226,-1.0331143610179425
227,0.3540650635957718
228,-1.9732648730278015
229,2.281175422668457
230,0.254937843978405
